Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,YearBuilt,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,G6ivArea,Fireplaces,GarageType,GarageCars,GarageArea,SaleCondition,SalePrice
1032,75,6,102,15863,1,2,1920,2,0,523,0,301,824,1687,998,397,3082,2,3,2,672,1,197000
1033,60,6,21,14541,2,2,1993,2,0,1012,0,326,1338,1352,1168,0,2520,1,2,3,796,2,310000
1034,20,6,21,8125,1,1,2002,2,295,986,0,668,1654,1654,0,0,1654,0,2,3,900,1,230000
1035,30,6,50,6305,1,1,1938,2,0,0,0,920,920,954,0,0,954,1,3,1,240,1,119750
1036,20,6,21,11500,2,3,1957,2,0,0,0,0,0,845,0,0,845,0,6,1,290,1,84000
1037,20,6,89,12898,2,1,2007,4,70,1022,0,598,1620,1620,0,0,1620,1,2,3,912,1,315500
1038,60,6,21,9240,1,1,2001,2,396,0,0,1055,1055,1055,1208,0,2263,1,4,2,905,1,287000
1039,160,8,21,1533,1,1,1970,2,0,0,0,546,546,798,546,0,1344,1,7,0,0,5,97000
1040,180,8,21,1477,1,1,1970,2,0,509,0,121,630,630,0,0,630,0,2,1,286,5,80000
1041,20,6,88,13125,1,2,1957,2,67,168,682,284,1134,1803,0,0,1803,1,2,2,484,1,155000
1042,60,6,21,9130,1,1,1966,4,252,400,64,336,800,800,832,0,1632,0,2,2,484,1,173000
1043,120,6,34,5381,2,1,2005,2,135,900,0,406,1306,1306,0,0,1306,1,2,2,624,1,196000
1044,60,6,86,11839,1,1,1990,4,99,1085,0,390,1475,1532,797,0,2329,1,2,2,514,1,262280
1045,20,6,80,9600,1,1,1981,4,0,1104,0,1420,2524,2524,0,0,2524,1,2,2,542,1,278000
1046,20,6,21,13680,2,3,1955,4,0,0,0,0,0,1733,0,0,1733,1,2,2,452,1,139600
1047,60,6,85,16056,2,1,2005,4,208,240,0,1752,1992,1992,876,0,2868,1,4,3,716,6,556581
1048,20,6,57,9245,3,1,1994,2,0,686,0,304,990,990,0,0,990,0,6,2,672,1,145000
1049,20,6,100,21750,1,1,1960,4,75,0,0,0,0,1771,0,0,1771,1,2,2,336,1,115000
1050,20,6,60,11100,1,1,1946,2,0,0,0,0,0,930,0,0,930,0,6,1,308,2,84900
1051,20,6,73,8993,2,1,2007,2,0,0,0,1302,1302,1302,0,0,1302,0,2,2,436,6,176485
1052,20,6,103,11175,2,2,2007,2,0,0,0,1316,1316,1316,0,0,1316,1,2,2,440,6,200141
1053,60,6,100,9500,1,2,1964,2,272,442,0,374,816,1127,850,0,1977,1,2,2,540,1,165000
1054,20,6,68,8562,1,1,1957,4,145,383,0,833,1216,1526,0,0,1526,1,3,1,364,1,144500
1055,60,6,90,11367,1,2,2002,2,210,932,0,133,1065,1091,898,0,1989,1,2,2,586,1,255000
1056,20,6,104,11361,1,1,1976,2,160,644,0,549,1193,1523,0,0,1523,1,2,2,478,2,180000
1057,120,6,43,7052,2,1,2005,2,240,659,0,705,1364,1364,0,0,1364,1,2,2,484,1,185850
1058,60,6,21,29959,3,4,1994,2,0,595,0,378,973,979,871,0,1850,1,4,2,467,1,248000
1059,60,6,96,11308,2,1,2008,2,154,936,0,168,1104,1130,1054,0,2184,1,2,3,836,1,335000
1060,50,6,21,11275,2,2,1932,2,480,297,557,0,854,1096,895,0,1991,1,6,2,432,1,220000
1061,120,6,41,4920,1,1,2001,2,0,616,0,722,1338,1338,0,0,1338,0,2,2,582,1,213500
1062,30,2,120,18000,1,1,1935,2,0,0,0,894,894,894,0,0,894,0,6,3,1248,1,81000
1063,190,8,85,13600,1,1,1900,2,0,0,0,662,662,1422,915,0,2337,0,6,2,560,5,90000
1064,30,8,50,6000,1,1,1925,2,0,397,0,706,1103,1103,0,0,1103,1,6,2,440,5,110500
1065,20,6,21,11000,2,3,1966,2,200,740,230,184,1154,1154,0,0,1154,1,2,2,480,1,154000
1066,60,6,80,14000,1,1,1996,2,0,1201,0,105,1306,1306,954,0,2260,0,2,2,533,1,328000
1067,60,6,59,7837,2,1,1993,2,0,0,0,799,799,799,772,0,1571,1,2,2,380,1,178000
1068,60,6,80,9760,1,1,1964,2,360,674,106,0,780,798,813,0,1611,0,2,2,442,1,167900
1069,160,8,42,3964,1,1,1973,2,0,837,0,105,942,1291,1230,0,2521,1,2,2,576,5,151400
1070,45,6,60,9600,1,1,1949,2,0,220,0,625,845,893,0,0,893,0,6,2,576,1,135000
1071,20,6,72,10152,1,1,1956,4,120,586,0,462,1048,1048,0,0,1048,0,2,1,286,1,135000
1072,60,6,78,11700,1,1,1968,2,0,298,0,429,727,829,727,0,1556,0,2,2,441,1,154000
1073,50,6,50,7585,1,1,1948,2,0,0,0,810,810,1002,454,0,1456,1,6,1,280,1,91500
1074,60,6,75,7950,2,2,1977,4,140,535,0,155,690,698,728,0,1426,0,2,2,440,1,159500
1075,20,6,74,8556,1,1,2006,2,0,0,0,1240,1240,1240,0,0,1240,0,2,3,826,1,194000
1076,70,6,75,13125,1,1,1940,2,0,410,0,390,800,960,780,0,1740,2,2,1,240,1,219500
1077,50,6,60,10800,1,1,1936,2,0,626,0,170,796,1096,370,0,1466,1,2,2,566,1,170000
1078,20,6,21,15870,2,2,1969,2,0,75,791,230,1096,1096,0,0,1096,0,2,1,299,2,138800
1079,120,8,37,4435,1,1,2004,2,169,662,0,186,848,848,0,0,848,1,2,2,420,5,155900
1080,20,6,65,8775,1,1,1994,2,0,495,0,495,990,990,0,0,990,0,2,1,299,1,126000
1081,20,6,80,11040,1,1,1971,2,144,656,0,602,1258,1258,0,0,1258,0,2,2,528,2,145000
1082,20,6,75,7500,1,2,1963,2,0,824,0,216,1040,1040,0,0,1040,0,2,1,308,1,133000
1083,20,6,70,8749,1,1,2002,2,100,0,0,1459,1459,1459,0,0,1459,1,2,2,527,1,192000
1084,20,6,80,8800,1,1,1964,4,425,553,0,698,1251,1251,0,0,1251,2,2,1,461,1,160000
1085,60,6,21,13031,3,2,1995,2,0,592,0,99,691,691,807,0,1498,1,2,2,409,1,187500
1086,85,6,73,9069,1,1,1992,2,0,747,0,189,936,996,0,0,996,0,2,2,564,1,147000
1087,160,8,21,1974,1,1,1973,2,0,334,0,212,546,546,546,0,1092,0,2,1,286,5,83500
1088,60,3,85,10574,1,1,2005,2,0,0,0,1082,1082,1082,871,0,1953,1,2,3,1043,1,252000
1089,160,8,24,2522,1,1,2004,2,50,0,0,970,970,970,739,0,1709,0,6,2,380,5,137500
1090,120,3,37,3316,2,1,2005,2,0,1039,0,208,1247,1247,0,0,1247,1,2,2,550,1,197000
1091,90,6,60,8544,1,2,1950,2,0,0,0,0,0,1040,0,0,1040,0,6,2,400,1,92900
1092,160,3,24,2160,1,1,1999,2,212,510,0,90,600,624,628,0,1252,0,6,2,462,1,160000
1093,50,6,60,8400,1,1,1925,2,0,423,0,758,1181,1390,304,0,1694,1,6,2,576,1,136500
1094,20,6,71,9230,1,2,1965,4,166,661,0,203,864,1200,0,0,1200,0,6,2,884,1,146000
1095,20,6,74,5868,1,1,1956,2,0,248,240,448,936,936,0,0,936,0,2,1,308,1,129000
1096,20,6,78,9317,2,1,2006,2,0,24,0,1290,1314,1314,0,0,1314,1,2,2,440,1,176432
1097,70,8,60,6882,1,1,1914,2,0,0,0,684,684,773,582,0,1355,0,7,0,0,5,127000
1098,120,6,21,3696,1,1,1986,2,0,0,0,1074,1074,1088,0,0,1088,0,2,2,461,1,170000
1099,50,8,50,6000,1,1,1936,2,0,672,0,0,672,757,567,0,1324,0,6,1,240,5,128000
1100,20,6,82,11880,2,1,1978,2,206,704,0,567,1271,1601,0,0,1601,1,2,2,478,2,157000
1101,30,6,60,8400,1,1,1920,2,0,290,0,0,290,438,0,0,438,0,6,1,246,1,60000
1102,20,6,61,9758,2,1,1971,2,0,412,287,251,950,950,0,0,950,0,6,1,280,1,119500
1103,20,6,70,7000,1,1,1960,2,45,588,0,422,1010,1134,0,0,1134,0,2,1,254,5,135000
1104,20,6,79,8910,1,2,1959,4,0,655,0,0,655,1194,0,0,1194,1,4,2,539,1,159500
1105,160,8,24,2016,1,1,1970,2,304,0,0,630,630,630,672,0,1302,0,6,2,440,5,106000
1106,60,6,98,12256,2,2,1994,2,362,1032,0,431,1463,1500,1122,0,2622,2,2,2,712,1,325000
1107,20,6,114,10357,2,2,1990,4,0,738,0,172,910,1442,0,0,1442,1,2,2,719,1,179900
1108,60,6,168,23257,4,3,2006,2,0,0,0,868,868,887,1134,0,2021,1,4,2,422,6,274725
1109,60,6,21,8063,1,1,2000,2,0,0,0,924,924,948,742,0,1690,1,2,2,463,2,181000
1110,20,6,107,11362,2,1,2004,2,42,1039,0,797,1836,1836,0,0,1836,1,2,3,862,1,280000
1111,60,6,21,8000,1,1,1995,2,0,219,0,554,773,773,885,0,1658,1,2,2,431,1,188000
1112,60,6,80,10480,1,1,1976,4,660,403,0,400,803,1098,866,0,1964,1,2,2,483,1,205000
1113,20,6,73,7100,2,2,1957,2,0,708,0,108,816,816,0,0,816,0,6,1,308,1,129900
1114,20,6,66,8923,1,1,1953,2,0,643,0,365,1008,1008,0,0,1008,0,2,1,240,1,134500
1115,20,6,90,5400,1,1,1954,2,0,415,0,418,833,833,0,0,833,0,6,1,326,1,117000
1116,20,6,93,12085,1,1,2007,4,328,1004,0,730,1734,1734,0,0,1734,1,2,3,928,6,318000
1117,80,6,21,7750,1,1,2002,4,0,353,0,55,408,779,640,0,1419,1,4,2,527,1,184100
1118,20,6,57,9764,2,4,1967,2,0,702,0,192,894,894,0,0,894,0,2,2,450,1,130000
1119,80,6,85,13825,1,1,1958,2,0,0,0,533,533,1021,580,0,1601,0,4,1,300,1,140000
1120,20,6,70,7560,1,1,1959,2,0,369,0,671,1040,1040,0,0,1040,0,2,1,286,1,133700
1121,30,8,59,8263,1,1,1920,2,0,0,0,1012,1012,1012,0,0,1012,1,6,1,308,5,118400
1122,20,6,84,10084,1,1,2005,2,196,24,0,1528,1552,1552,0,0,1552,0,2,3,782,6,212900
1123,20,6,21,8926,2,2,1956,2,0,0,0,672,672,960,0,0,960,0,3,1,288,2,112000
1124,20,6,50,9405,1,1,1947,4,0,0,0,698,698,698,0,0,698,0,7,0,0,1,118000
1125,80,6,21,9125,2,1,1992,2,170,0,0,384,384,812,670,0,1482,1,2,2,392,1,163900
1126,20,6,60,10434,1,1,1955,2,0,0,0,1005,1005,1005,0,0,1005,1,6,2,672,1,115000
1127,120,6,53,3684,1,1,2007,4,130,0,0,1373,1373,1555,0,0,1555,1,2,3,660,1,174000
1128,20,6,182,14572,4,2,2004,4,0,1300,0,230,1530,1530,0,0,1530,1,2,3,630,5,259000
1129,60,6,59,11796,2,1,2004,2,0,0,0,847,847,847,1112,0,1959,1,4,2,434,1,215000
1130,90,8,60,7200,1,1,1980,2,180,936,0,0,936,936,0,0,936,0,6,2,672,5,140000
1131,50,6,65,7804,1,1,1928,2,0,622,0,500,1122,1328,653,0,1981,2,6,2,576,1,135000
1132,20,6,63,10712,1,1,1991,2,0,212,0,762,974,974,0,0,974,0,7,0,0,2,93500
1133,70,8,90,9900,1,1,1880,2,0,0,0,1008,1008,1178,1032,0,2210,0,6,1,205,5,117500
1134,60,6,80,9828,2,1,1995,2,0,584,0,544,1128,1142,878,0,2020,1,2,2,466,1,239500
1135,60,6,57,8773,2,1,1997,2,0,0,0,916,916,916,684,0,1600,1,2,2,460,1,169000
1136,30,8,60,6180,1,2,1926,2,0,0,0,960,960,986,0,0,986,1,6,1,180,5,102000
1137,50,6,80,9600,1,1,1950,2,0,280,0,752,1032,1032,220,0,1252,0,2,1,288,2,119000
1138,50,6,54,6342,1,1,1875,2,0,0,0,780,780,780,240,0,1020,0,7,0,0,1,94000
1139,20,6,21,9819,2,1,1977,2,0,1567,0,0,1567,1567,0,0,1567,2,2,2,714,1,196000
1140,30,6,98,8731,2,1,1920,2,0,645,0,270,915,1167,0,0,1167,1,6,2,495,1,144000
1141,20,6,60,7350,1,2,1951,2,0,852,0,100,952,952,0,0,952,0,6,2,840,2,139000
1142,60,6,21,10304,2,3,1976,2,44,381,0,399,780,1088,780,0,1868,1,2,2,484,1,197500
1143,60,6,77,9965,1,1,2006,4,340,1150,0,316,1466,1466,1362,0,2828,1,4,3,1052,6,424870
1144,20,6,21,9000,1,1,1959,2,0,288,0,718,1006,1006,0,0,1006,0,7,0,0,1,80000
1145,190,6,60,12180,1,1,1941,2,0,348,0,324,672,672,252,0,924,0,6,1,280,1,80000
1146,50,8,52,6240,1,1,1928,2,0,0,0,1042,1042,1042,534,0,1576,1,6,1,225,5,149000
1147,20,6,21,11200,1,1,1985,2,85,1258,0,40,1298,1298,0,0,1298,1,2,2,403,1,180000
1148,70,6,75,12000,1,1,1941,2,0,275,0,429,704,860,704,0,1564,1,2,1,234,1,174500
1149,50,8,21,5700,1,1,1926,2,0,0,0,572,572,572,539,0,1111,1,6,1,288,5,116900
1150,70,8,50,9000,1,1,1920,4,0,624,0,26,650,832,650,0,1482,0,6,2,324,5,143000
1151,20,6,57,8280,2,1,1950,2,0,0,0,932,932,932,0,0,932,1,2,1,306,1,124000
1152,20,6,134,17755,1,1,1959,2,132,176,0,1290,1466,1466,0,0,1466,2,2,2,528,1,149900
1153,20,6,90,14115,2,1,1956,2,0,296,547,230,1073,1811,0,0,1811,1,2,2,470,2,230000
1154,30,8,21,5890,1,2,1930,2,0,538,0,278,816,816,0,0,816,0,6,1,432,5,120500
1155,60,6,21,13700,2,1,1965,2,288,454,0,410,864,902,918,0,1820,2,2,2,492,1,201800
1156,20,6,90,10768,2,2,1976,2,0,1157,0,280,1437,1437,0,0,1437,1,2,2,528,1,218000
1157,80,6,85,9350,1,1,1965,2,0,633,0,586,1219,1265,0,0,1265,1,2,2,502,1,179900
1158,120,6,34,5001,2,1,2007,2,166,904,0,410,1314,1314,0,0,1314,1,2,2,626,1,230000
1159,20,6,92,11932,1,4,2007,2,186,0,0,1580,1580,1580,0,0,1580,0,2,3,830,6,235128
1160,60,6,76,9120,1,1,1974,4,270,442,0,459,901,943,933,0,1876,1,2,2,540,1,185000
1161,160,6,24,2280,1,1,1978,2,0,311,0,544,855,855,601,0,1456,1,2,2,440,1,146000
1162,20,6,21,14778,2,3,1954,4,72,728,0,568,1296,1640,0,0,1640,1,6,2,924,1,224000
1163,20,6,109,8724,1,1,1968,2,0,492,0,402,894,894,0,0,894,1,2,2,450,1,129000
1164,90,6,60,12900,1,1,1969,2,0,1198,0,0,1198,1258,0,0,1258,0,5,2,400,4,108959
1165,80,6,21,16157,2,4,1978,2,0,680,391,289,1360,1432,0,0,1432,1,2,2,588,1,194000
1166,20,6,79,9541,2,1,2009,2,268,0,0,1502,1502,1502,0,0,1502,0,2,2,644,6,233170
1167,20,6,64,10475,2,2,2008,2,72,0,0,1694,1694,1694,0,0,1694,0,2,3,776,1,245350
1168,60,6,58,10852,2,1,2000,2,0,786,0,173,959,959,712,0,1671,1,2,2,472,1,173000
1169,70,6,120,13728,1,2,1935,4,0,626,0,501,1127,1236,872,0,2108,2,3,2,540,1,235000
1170,60,6,118,35760,2,3,1995,4,1378,1387,0,543,1930,1831,1796,0,3627,1,2,3,807,1,625000
1171,80,6,76,9880,1,1,1977,2,0,522,0,574,1096,1118,0,0,1118,1,2,1,358,1,171000
1172,20,6,76,9120,1,1,1958,4,0,662,0,599,1261,1261,0,0,1261,1,2,2,433,1,163000
1173,160,3,35,4017,2,1,2006,2,0,0,0,625,625,625,625,0,1250,0,6,2,625,1,171900
1174,50,6,138,18030,2,1,1946,2,0,152,469,977,1598,1636,971,479,3086,1,7,0,0,1,200500
1175,70,6,80,16560,2,1,1932,2,0,503,0,449,952,1170,1175,0,2345,1,6,2,360,1,239000
1176,50,6,85,10678,1,1,1992,4,337,700,0,983,1683,2129,743,0,2872,1,2,2,541,1,285000
1177,20,6,37,6951,2,3,1984,2,0,658,0,218,876,923,0,0,923,0,2,1,264,1,119500
1178,50,8,21,3950,1,1,1926,2,0,468,0,350,818,818,406,0,1224,0,6,1,210,5,115000
1179,50,6,54,7681,2,4,1921,2,0,0,0,731,731,820,523,0,1343,1,6,1,186,1,154900
1180,20,6,77,8335,1,2,1954,2,0,0,0,0,0,1124,0,0,1124,1,7,0,0,1,93000
1181,60,6,21,11170,3,2,1990,2,0,1216,0,0,1216,1298,1216,0,2514,0,2,2,693,1,250000
1182,120,8,64,5587,2,1,2008,4,186,1480,0,120,1600,1652,0,0,1652,1,2,2,482,6,392500
1183,60,6,160,15623,2,2,1996,4,0,2096,0,300,2396,2411,2065,0,4476,2,2,3,813,2,745000
1184,30,6,60,10800,1,1,1920,4,0,821,0,299,1120,1130,0,0,1130,1,6,2,720,1,120000
1185,20,6,50,35133,1,1,1963,4,226,1159,0,413,1572,1572,0,0,1572,2,1,3,995,1,186700
1186,50,6,60,9738,1,1,1924,2,0,392,0,392,784,949,272,0,1221,0,2,1,392,1,104900
1187,190,6,107,10615,2,2,1900,2,0,440,0,538,978,1014,685,0,1699,0,5,2,420,2,95000
1188,20,6,89,12461,1,2,1994,2,0,1456,0,168,1624,1624,0,0,1624,1,2,3,757,1,262000
1189,60,6,68,8935,2,1,2002,2,95,0,0,831,831,831,829,0,1660,0,2,2,493,1,195000
1190,60,6,60,7500,1,1,1999,2,0,0,0,994,994,1028,776,0,1804,1,2,2,442,1,189000
1191,190,6,21,32463,1,1,1961,2,149,1159,0,90,1249,1622,0,0,1622,1,1,4,1356,1,168000
1192,160,3,24,2645,1,1,1999,2,456,0,0,776,776,764,677,0,1441,0,6,2,492,1,174000
1193,50,8,60,9600,1,1,1925,3,0,0,0,702,702,842,630,0,1472,0,6,1,250,5,125000
1194,120,8,21,4500,1,4,1999,4,425,883,0,341,1224,1224,0,0,1224,0,2,2,402,5,165000
1195,60,6,80,9364,1,2,1969,2,143,371,0,292,663,663,689,0,1352,0,2,1,299,1,158000
1196,60,6,51,8029,2,1,2005,2,0,0,0,728,728,728,728,0,1456,0,2,2,400,1,176000
1197,60,6,58,14054,2,1,2006,2,0,0,0,879,879,879,984,0,1863,1,4,3,660,6,219210
1198,75,8,65,8850,2,2,1916,2,0,0,0,815,815,815,875,0,1690,1,6,1,225,5,144000
1199,20,6,70,9100,1,1,2001,2,0,0,0,1212,1212,1212,0,0,1212,0,2,2,573,1,178000
1200,20,6,75,11235,1,1,1963,2,51,547,0,504,1051,1382,0,0,1382,1,2,2,459,1,148000
1201,20,6,71,9353,1,1,1970,2,0,0,0,864,864,864,0,0,864,0,2,1,280,2,116050
1202,60,6,80,10400,1,2,1998,2,0,0,0,866,866,866,913,0,1779,0,2,2,546,1,197900
1203,50,8,50,6000,1,2,1925,2,0,0,0,884,884,884,464,0,1348,1,6,1,216,5,117000
1204,20,6,75,9750,1,1,2000,2,171,0,0,1630,1630,1630,0,0,1630,1,2,2,451,1,213000
1205,20,6,78,10140,1,1,1975,2,0,788,0,268,1056,1074,0,0,1074,0,2,2,495,1,153500
1206,20,6,90,14684,2,3,1990,4,234,485,177,1496,2158,2196,0,0,2196,1,2,3,701,1,271900
1207,20,5,21,8900,1,1,1966,2,0,1056,0,0,1056,1056,0,0,1056,0,6,1,384,1,107000
1208,20,6,70,9135,1,1,2003,2,120,340,0,1342,1682,1700,0,0,1700,0,2,2,544,1,200000
1209,20,6,70,7763,1,1,1962,2,0,504,108,319,931,1283,0,0,1283,0,6,2,506,1,140000
1210,20,6,85,10182,2,3,2006,4,420,1220,0,440,1660,1660,0,0,1660,1,2,2,500,6,290000
1211,60,6,70,11218,1,1,1992,2,0,0,0,1055,1055,1055,790,0,1845,1,2,2,462,1,189000
1212,50,6,152,12134,2,1,1988,2,0,427,0,132,559,1080,672,0,1752,0,3,2,492,1,164000
1213,30,6,50,9340,1,1,1941,4,0,344,0,328,672,672,0,0,672,0,2,1,234,1,113000
1214,80,6,21,10246,2,3,1965,2,0,648,0,0,648,960,0,0,960,0,2,1,364,1,145000
1215,85,6,69,10205,2,1,1962,2,0,784,0,141,925,999,0,0,999,0,2,1,300,1,134500
1216,20,6,99,7094,2,1,1966,2,0,180,374,340,894,894,0,0,894,0,6,1,384,1,125000
1217,90,8,68,8930,1,1,1978,2,0,0,0,0,0,1318,584,0,1902,0,2,2,539,5,112000
1218,20,3,72,8640,1,1,2009,2,72,936,0,364,1300,1314,0,0,1314,0,2,2,552,6,229456
1219,50,8,52,6240,1,1,1947,2,0,0,0,0,0,672,240,0,912,0,7,0,0,5,80500
1220,160,8,21,1680,1,1,1971,2,236,0,0,672,672,672,546,0,1218,0,7,0,0,1,91500
1221,20,6,66,7800,2,1,1964,2,0,312,600,0,912,912,0,0,912,0,2,1,288,2,115000
1222,20,6,55,8250,1,1,1968,4,0,250,492,210,952,1211,0,0,1211,1,2,1,322,1,134000
1223,50,6,78,10496,1,1,1949,2,320,196,0,844,1040,1168,678,0,1846,1,2,1,315,1,143000
1224,20,6,89,10680,1,1,1951,4,44,756,0,1380,2136,2136,0,0,2136,0,6,2,528,1,137900
1225,60,6,60,15384,2,1,2004,2,0,724,0,64,788,788,702,0,1490,1,2,2,388,1,184000
1226,80,6,65,10482,1,1,1958,4,63,507,0,81,588,1138,0,0,1138,0,2,1,264,1,145000
1227,60,6,86,14598,2,3,2007,2,74,0,0,894,894,894,1039,0,1933,1,4,3,668,1,214000
1228,20,6,72,8872,1,2,1965,2,300,595,0,317,912,912,0,0,912,0,6,2,576,1,147000
1229,120,6,65,8769,1,2,2008,4,766,1540,0,162,1702,1702,0,0,1702,1,2,3,1052,6,367294
1230,80,6,70,7910,1,1,1960,4,0,666,0,409,1075,1507,0,0,1507,0,3,1,404,1,127000
1231,90,6,21,18890,2,1,1977,6,1,498,211,652,1361,1361,1259,0,2620,1,4,2,600,1,190000
1232,90,6,70,7728,1,1,1962,4,120,803,0,303,1106,1190,0,0,1190,0,2,2,540,1,132500
1233,90,6,70,9842,1,4,1962,2,0,0,0,0,0,1224,0,0,1224,0,5,2,462,1,101800
1234,20,6,21,12160,2,1,1959,4,180,1000,0,188,1188,1188,0,0,1188,0,2,2,531,2,142000
1235,70,5,55,8525,1,1,1911,2,0,0,0,940,940,1024,940,0,1964,0,7,0,0,2,130000
1236,70,6,96,13132,1,1,1914,2,0,0,0,747,747,892,892,0,1784,0,6,1,180,1,138887
1237,160,6,36,2628,1,1,2003,2,106,0,0,764,764,764,862,0,1626,0,4,2,474,1,175500
1238,60,6,41,12393,3,4,2004,2,0,0,0,847,847,847,1101,0,1948,1,4,2,434,1,195000
1239,20,6,63,13072,1,1,2005,2,0,0,0,1141,1141,1141,0,0,1141,0,6,2,484,2,142500
1240,20,6,64,9037,2,1,2006,4,32,428,0,1048,1476,1484,0,0,1484,1,2,2,472,1,265900
1241,60,6,65,8158,1,1,2003,2,252,550,0,334,884,884,884,0,1768,0,2,2,543,1,224900
1242,20,6,83,9849,1,1,2007,4,0,0,0,1689,1689,1689,0,0,1689,0,2,3,954,6,248328
1243,85,6,85,10625,1,1,1974,2,81,885,168,0,1053,1173,0,0,1173,2,2,2,528,5,170000
1244,20,6,107,13891,1,1,2006,2,0,1386,0,690,2076,2076,0,0,2076,1,2,3,850,6,465000
1245,70,6,21,11435,2,2,1929,2,0,0,0,792,792,792,725,0,1517,2,6,2,400,1,230000
1246,80,6,78,12090,1,1,1984,4,74,0,0,585,585,1140,728,0,1868,1,4,2,477,2,178000
1247,60,3,65,8125,1,1,2005,2,0,0,0,756,756,756,797,0,1553,0,2,2,615,6,186500
1248,80,6,21,12328,2,1,1976,2,335,539,0,473,1012,1034,0,0,1034,0,2,3,888,1,169900
1249,75,8,60,9600,1,1,1917,2,0,319,0,416,735,1134,924,0,2058,1,6,2,396,5,129500
1250,20,6,60,7200,1,1,1950,2,0,534,96,246,876,988,0,0,988,0,2,1,276,1,119000
1251,20,6,93,11160,1,2,1968,4,0,1065,0,1045,2110,2110,0,0,2110,2,2,2,522,1,244000
1252,120,6,21,3136,2,2,2003,2,163,0,0,1405,1405,1405,0,0,1405,1,2,2,478,1,171750
1253,20,6,62,9858,1,1,1968,2,0,510,0,354,864,874,0,0,874,0,2,1,288,1,130000
1254,60,6,21,17542,2,1,1974,2,0,125,1031,36,1192,1516,651,0,2167,2,2,2,518,1,294000
1255,60,6,60,6931,1,1,2003,2,92,0,0,746,746,760,896,0,1656,1,4,2,397,1,165400
1256,50,8,52,6240,1,1,1931,2,0,425,0,459,884,959,408,0,1367,1,6,1,560,5,127500
1257,20,6,91,14303,2,2,1994,4,554,1314,0,672,1986,1987,0,0,1987,1,2,2,691,1,301500
1258,30,6,56,4060,1,2,1922,2,0,0,0,864,864,864,0,0,864,0,7,0,0,1,99900
1259,80,6,59,9587,2,1,2005,2,182,655,0,201,856,1166,0,0,1166,0,2,2,400,1,190000
1260,20,6,65,9750,1,4,1969,2,0,602,438,14,1054,1054,0,0,1054,0,2,2,460,1,151000
1261,60,6,21,24682,4,3,1999,2,0,0,0,841,841,892,783,0,1675,1,4,2,502,1,181000
1262,20,6,80,9600,1,1,1956,4,0,504,0,546,1050,1050,0,0,1050,0,2,1,338,1,128900
1263,50,6,21,11250,1,1,1957,2,0,0,0,1104,1104,1104,684,0,1788,2,2,1,304,1,161500
1264,70,6,60,13515,1,1,1919,3,0,0,0,764,764,1060,764,0,1824,1,6,2,520,1,180500
1265,120,5,34,4060,1,1,1998,2,0,266,0,1139,1405,1337,0,0,1337,0,2,2,511,2,181000
1266,160,3,35,3735,1,5,1999,4,218,450,0,241,691,713,739,0,1452,0,6,2,506,1,183900
1267,190,8,60,10120,2,1,1910,4,0,0,0,925,925,964,925,0,1889,1,6,1,308,5,122000
1268,20,6,89,13214,2,1,2008,4,0,0,0,2002,2002,2018,0,0,2018,1,2,3,746,1,378500
1269,50,6,21,14100,2,1,1935,2,632,192,0,536,728,1968,1479,0,3447,2,4,3,1014,1,381000
1270,50,6,78,11344,1,1,1958,2,180,460,0,414,874,874,650,0,1524,0,2,1,315,1,144000
1271,40,6,21,23595,1,1,1979,6,0,1258,0,74,1332,1332,192,0,1524,1,2,2,586,1,260000
1272,20,6,21,9156,2,1,1968,4,0,0,0,1489,1489,1489,0,0,1489,1,2,2,462,1,185750
1273,20,6,21,13526,2,3,1965,4,114,560,375,0,935,935,0,0,935,0,2,1,288,1,137000
1274,80,6,124,11512,2,2,1959,2,84,719,0,300,1019,1357,0,0,1357,1,3,1,312,1,177000
1275,50,6,53,5362,1,2,1910,2,0,0,0,661,661,661,589,0,1250,1,6,2,552,1,139000
1276,90,6,95,11345,1,2,1948,2,567,220,0,708,928,928,992,0,1920,0,6,2,400,1,137000
1277,60,6,21,12936,2,3,1972,2,0,593,0,130,723,735,660,0,1395,1,2,2,497,1,162000
1278,80,6,21,17871,2,3,1967,2,359,528,0,1152,1680,1724,0,0,1724,1,2,2,480,1,197900
1279,60,6,75,9473,1,1,2002,2,0,804,0,324,1128,1128,903,0,2031,1,2,2,577,1,237000
1280,50,2,60,7500,1,1,1920,2,0,0,0,698,698,698,430,0,1128,0,6,2,528,2,68400
1281,20,6,67,9808,2,1,2002,2,110,788,0,785,1573,1573,0,0,1573,0,2,2,544,1,227000
1282,20,6,50,8049,2,3,1990,4,54,1053,0,256,1309,1339,0,0,1339,1,2,2,484,1,180000
1283,20,6,61,8800,2,1,1977,2,0,532,144,364,1040,1040,0,0,1040,0,6,2,484,1,150500
1284,90,6,94,9400,1,2,1971,5,0,0,0,912,912,912,912,0,1824,0,7,0,0,1,139000
1285,50,6,50,9638,1,1,1919,2,0,0,0,804,804,1699,748,0,2447,1,6,1,336,1,169000
